instant,date,season,year,month,hour,holiday,workingday,weather,temp,atemp,hum,casual,registered,total,casual_day,registered_day,revenue_hour,revenue_day,total_rentals_hour,total_rentals_day
11356,2012-04-23,Summer,2012,Apr,8,0,1,Mist/Cloudy,0.3,0.2727,0.75,11,471,482,195,3019,1468,240768,482,3214
11357,2012-04-23,Summer,2012,Apr,9,0,1,Mist/Cloudy,0.3,0.2727,0.75,17,255,272,195,3019,850,240768,272,3214
11358,2012-04-23,Summer,2012,Apr,10,0,1,Mist/Cloudy,0.32,0.303,0.7,12,88,100,195,3019,324,240768,100,3214
11359,2012-04-23,Summer,2012,Apr,11,0,1,Mist/Cloudy,0.32,0.2879,0.7,10,91,101,195,3019,323,240768,101,3214
11360,2012-04-23,Summer,2012,Apr,12,0,1,Light Snow/Rain,0.34,0.303,0.71,12,117,129,195,3019,411,240768,129,3214
11361,2012-04-23,Summer,2012,Apr,13,0,1,Light Snow/Rain,0.34,0.303,0.66,9,98,107,195,3019,339,240768,107,3214
11362,2012-04-23,Summer,2012,Apr,14,0,1,Light Snow/Rain,0.36,0.3182,0.62,12,102,114,195,3019,366,240768,114,3214
11363,2012-04-23,Summer,2012,Apr,15,0,1,Mist/Cloudy,0.36,0.3333,0.62,11,101,112,195,3019,358,240768,112,3214
11364,2012-04-23,Summer,2012,Apr,16,0,1,Light Snow/Rain,0.3,0.2727,0.81,10,93,103,195,3019,329,240768,103,3214
11365,2012-04-23,Summer,2012,Apr,17,0,1,Light Snow/Rain,0.3,0.2727,0.82,13,219,232,195,3019,722,240768,232,3214
11366,2012-04-23,Summer,2012,Apr,18,0,1,Light Snow/Rain,0.32,0.3333,0.81,10,369,379,195,3019,1157,240768,379,3214
11367,2012-04-23,Summer,2012,Apr,19,0,1,Mist/Cloudy,0.34,0.3182,0.76,11,287,298,195,3019,916,240768,298,3214
11368,2012-04-23,Summer,2012,Apr,20,0,1,Mist/Cloudy,0.32,0.3182,0.76,17,186,203,195,3019,643,240768,203,3214
11369,2012-04-23,Summer,2012,Apr,21,0,1,Mist/Cloudy,0.32,0.303,0.81,7,145,152,195,3019,470,240768,152,3214
11370,2012-04-23,Summer,2012,Apr,22,0,1,Clear/Partly Cloudy,0.32,0.3182,0.76,18,71,89,195,3019,303,240768,89,3214
11371,2012-04-23,Summer,2012,Apr,23,0,1,Clear/Partly Cloudy,0.32,0.3182,0.76,10,49,59,195,3019,197,240768,59,3214
11372,2012-04-24,Summer,2012,Apr,0,0,1,Mist/Cloudy,0.32,0.3333,0.76,0,13,13,518,5115,39,430440,13,5633
11373,2012-04-24,Summer,2012,Apr,1,0,1,Mist/Cloudy,0.32,0.3333,0.81,1,6,7,518,5115,23,430440,7,5633
11374,2012-04-24,Summer,2012,Apr,2,0,1,Clear/Partly Cloudy,0.32,0.3182,0.81,0,3,3,518,5115,9,430440,3,5633
11375,2012-04-24,Summer,2012,Apr,3,0,1,Clear/Partly Cloudy,0.32,0.303,0.81,0,2,2,518,5115,6,430440,2,5633
11376,2012-04-24,Summer,2012,Apr,4,0,1,Clear/Partly Cloudy,0.3,0.2879,0.7,0,3,3,518,5115,9,430440,3,5633
11377,2012-04-24,Summer,2012,Apr,5,0,1,Clear/Partly Cloudy,0.3,0.2879,0.7,0,22,22,518,5115,66,430440,22,5633
11378,2012-04-24,Summer,2012,Apr,6,0,1,Clear/Partly Cloudy,0.3,0.2879,0.7,3,117,120,518,5115,366,430440,120,5633
11379,2012-04-24,Summer,2012,Apr,7,0,1,Clear/Partly Cloudy,0.32,0.303,0.66,3,387,390,518,5115,1176,430440,390,5633
11380,2012-04-24,Summer,2012,Apr,8,0,1,Clear/Partly Cloudy,0.34,0.3182,0.61,12,599,611,518,5115,1857,430440,611,5633
11381,2012-04-24,Summer,2012,Apr,9,0,1,Clear/Partly Cloudy,0.4,0.4091,0.47,6,302,308,518,5115,936,430440,308,5633
11382,2012-04-24,Summer,2012,Apr,10,0,1,Clear/Partly Cloudy,0.42,0.4242,0.47,33,129,162,518,5115,552,430440,162,5633
11383,2012-04-24,Summer,2012,Apr,11,0,1,Clear/Partly Cloudy,0.46,0.4545,0.31,27,157,184,518,5115,606,430440,184,5633
11384,2012-04-24,Summer,2012,Apr,12,0,1,Clear/Partly Cloudy,0.48,0.4697,0.29,36,188,224,518,5115,744,430440,224,5633
11385,2012-04-24,Summer,2012,Apr,13,0,1,Clear/Partly Cloudy,0.5,0.4848,0.29,35,189,224,518,5115,742,430440,224,5633
11386,2012-04-24,Summer,2012,Apr,14,0,1,Clear/Partly Cloudy,0.5,0.4848,0.25,50,166,216,518,5115,748,430440,216,5633
11387,2012-04-24,Summer,2012,Apr,15,0,1,Clear/Partly Cloudy,0.5,0.4848,0.23,60,176,236,518,5115,828,430440,236,5633
11388,2012-04-24,Summer,2012,Apr,16,0,1,Clear/Partly Cloudy,0.5,0.4848,0.23,54,308,362,518,5115,1194,430440,362,5633
11389,2012-04-24,Summer,2012,Apr,17,0,1,Clear/Partly Cloudy,0.52,0.5,0.22,72,619,691,518,5115,2217,430440,691,5633
11390,2012-04-24,Summer,2012,Apr,18,0,1,Clear/Partly Cloudy,0.5,0.4848,0.18,52,580,632,518,5115,2000,430440,632,5633
11391,2012-04-24,Summer,2012,Apr,19,0,1,Clear/Partly Cloudy,0.5,0.4848,0.18,33,449,482,518,5115,1512,430440,482,5633
11392,2012-04-24,Summer,2012,Apr,20,0,1,Clear/Partly Cloudy,0.48,0.4697,0.21,16,269,285,518,5115,887,430440,285,5633
11393,2012-04-24,Summer,2012,Apr,21,0,1,Mist/Cloudy,0.46,0.4545,0.28,13,213,226,518,5115,704,430440,226,5633
11394,2012-04-24,Summer,2012,Apr,22,0,1,Clear/Partly Cloudy,0.44,0.4394,0.35,8,149,157,518,5115,487,430440,157,5633
11395,2012-04-24,Summer,2012,Apr,23,0,1,Clear/Partly Cloudy,0.42,0.4242,0.38,4,69,73,518,5115,227,430440,73,5633
11396,2012-04-25,Summer,2012,Apr,0,0,1,Clear/Partly Cloudy,0.44,0.4394,0.38,13,23,36,655,5541,134,477552,36,6196
11397,2012-04-25,Summer,2012,Apr,1,0,1,Clear/Partly Cloudy,0.42,0.4242,0.41,8,17,25,655,5541,91,477552,25,6196
11398,2012-04-25,Summer,2012,Apr,2,0,1,Clear/Partly Cloudy,0.36,0.3788,0.62,1,6,7,655,5541,23,477552,7,6196
11399,2012-04-25,Summer,2012,Apr,3,0,1,Clear/Partly Cloudy,0.32,0.3333,0.7,0,3,3,655,5541,9,477552,3,6196
11400,2012-04-25,Summer,2012,Apr,4,0,1,Clear/Partly Cloudy,0.34,0.3485,0.66,0,6,6,655,5541,18,477552,6,6196
11401,2012-04-25,Summer,2012,Apr,5,0,1,Clear/Partly Cloudy,0.34,0.3636,0.66,0,24,24,655,5541,72,477552,24,6196
11402,2012-04-25,Summer,2012,Apr,6,0,1,Clear/Partly Cloudy,0.34,0.3636,0.66,3,103,106,655,5541,324,477552,106,6196
11403,2012-04-25,Summer,2012,Apr,7,0,1,Clear/Partly Cloudy,0.34,0.3636,0.71,13,376,389,655,5541,1193,477552,389,6196
11404,2012-04-25,Summer,2012,Apr,8,0,1,Clear/Partly Cloudy,0.36,0.3636,0.76,20,634,654,655,5541,2002,477552,654,6196
11405,2012-04-25,Summer,2012,Apr,9,0,1,Clear/Partly Cloudy,0.42,0.4242,0.54,33,288,321,655,5541,1029,477552,321,6196
11406,2012-04-25,Summer,2012,Apr,10,0,1,Clear/Partly Cloudy,0.52,0.5,0.34,44,138,182,655,5541,634,477552,182,6196
11407,2012-04-25,Summer,2012,Apr,11,0,1,Clear/Partly Cloudy,0.52,0.5,0.32,42,177,219,655,5541,741,477552,219,6196
11408,2012-04-25,Summer,2012,Apr,12,0,1,Clear/Partly Cloudy,0.54,0.5152,0.28,49,220,269,655,5541,905,477552,269,6196
11409,2012-04-25,Summer,2012,Apr,13,0,1,Clear/Partly Cloudy,0.56,0.5303,0.26,35,193,228,655,5541,754,477552,228,6196
11410,2012-04-25,Summer,2012,Apr,14,0,1,Clear/Partly Cloudy,0.56,0.5303,0.22,47,176,223,655,5541,763,477552,223,6196
11411,2012-04-25,Summer,2012,Apr,15,0,1,Clear/Partly Cloudy,0.58,0.5455,0.19,47,182,229,655,5541,781,477552,229,6196
11412,2012-04-25,Summer,2012,Apr,16,0,1,Clear/Partly Cloudy,0.6,0.5909,0.2,49,327,376,655,5541,1226,477552,376,6196
11413,2012-04-25,Summer,2012,Apr,17,0,1,Clear/Partly Cloudy,0.6,0.5909,0.2,68,664,732,655,5541,2332,477552,732,6196
11414,2012-04-25,Summer,2012,Apr,18,0,1,Clear/Partly Cloudy,0.6,0.5909,0.2,60,649,709,655,5541,2247,477552,709,6196
11415,2012-04-25,Summer,2012,Apr,19,0,1,Clear/Partly Cloudy,0.6,0.5909,0.2,42,501,543,655,5541,1713,477552,543,6196
11416,2012-04-25,Summer,2012,Apr,20,0,1,Clear/Partly Cloudy,0.56,0.5303,0.22,22,358,380,655,5541,1184,477552,380,6196
11417,2012-04-25,Summer,2012,Apr,21,0,1,Clear/Partly Cloudy,0.52,0.5,0.52,27,212,239,655,5541,771,477552,239,6196
11418,2012-04-25,Summer,2012,Apr,22,0,1,Clear/Partly Cloudy,0.5,0.4848,0.51,22,170,192,655,5541,620,477552,192,6196
11419,2012-04-25,Summer,2012,Apr,23,0,1,Mist/Cloudy,0.5,0.4848,0.51,10,94,104,655,5541,332,477552,104,6196
11420,2012-04-26,Summer,2012,Apr,0,0,1,Mist/Cloudy,0.48,0.4697,0.63,1,42,43,475,4551,131,384672,43,5026
11421,2012-04-26,Summer,2012,Apr,1,0,1,Mist/Cloudy,0.48,0.4697,0.48,1,22,23,475,4551,71,384672,23,5026
11422,2012-04-26,Summer,2012,Apr,2,0,1,Mist/Cloudy,0.48,0.4697,0.55,3,10,13,475,4551,45,384672,13,5026
11423,2012-04-26,Summer,2012,Apr,3,0,1,Mist/Cloudy,0.48,0.4697,0.55,1,5,6,475,4551,20,384672,6,5026
11424,2012-04-26,Summer,2012,Apr,4,0,1,Mist/Cloudy,0.48,0.4697,0.59,1,2,3,475,4551,11,384672,3,5026
11425,2012-04-26,Summer,2012,Apr,5,0,1,Mist/Cloudy,0.48,0.4697,0.63,0,17,17,475,4551,51,384672,17,5026
11426,2012-04-26,Summer,2012,Apr,6,0,1,Mist/Cloudy,0.48,0.4697,0.63,5,122,127,475,4551,391,384672,127,5026
11427,2012-04-26,Summer,2012,Apr,7,0,1,Light Snow/Rain,0.46,0.4545,0.82,3,222,225,475,4551,681,384672,225,5026
11428,2012-04-26,Summer,2012,Apr,8,0,1,Light Snow/Rain,0.46,0.4545,0.82,4,358,362,475,4551,1094,384672,362,5026
11429,2012-04-26,Summer,2012,Apr,9,0,1,Light Snow/Rain,0.46,0.4545,0.88,12,189,201,475,4551,627,384672,201,5026
11430,2012-04-26,Summer,2012,Apr,10,0,1,Mist/Cloudy,0.46,0.4545,0.94,14,125,139,475,4551,445,384672,139,5026
11431,2012-04-26,Summer,2012,Apr,11,0,1,Mist/Cloudy,0.46,0.4545,0.94,16,135,151,475,4551,485,384672,151,5026
11432,2012-04-26,Summer,2012,Apr,12,0,1,Mist/Cloudy,0.52,0.5,0.83,24,180,204,475,4551,660,384672,204,5026
11433,2012-04-26,Summer,2012,Apr,13,0,1,Mist/Cloudy,0.5,0.4848,0.82,19,178,197,475,4551,629,384672,197,5026
11434,2012-04-26,Summer,2012,Apr,14,0,1,Mist/Cloudy,0.54,0.5152,0.77,37,132,169,475,4551,581,384672,169,5026
11435,2012-04-26,Summer,2012,Apr,15,0,1,Mist/Cloudy,0.52,0.5,0.83,39,165,204,475,4551,690,384672,204,5026
11436,2012-04-26,Summer,2012,Apr,16,0,1,Mist/Cloudy,0.52,0.5,0.83,37,281,318,475,4551,1028,384672,318,5026
11437,2012-04-26,Summer,2012,Apr,17,0,1,Clear/Partly Cloudy,0.54,0.5152,0.77,49,565,614,475,4551,1940,384672,614,5026
11438,2012-04-26,Summer,2012,Apr,18,0,1,Mist/Cloudy,0.54,0.5152,0.77,75,589,664,475,4551,2142,384672,664,5026
11439,2012-04-26,Summer,2012,Apr,19,0,1,Mist/Cloudy,0.54,0.5152,0.77,57,407,464,475,4551,1506,384672,464,5026
11440,2012-04-26,Summer,2012,Apr,20,0,1,Clear/Partly Cloudy,0.54,0.5152,0.77,23,314,337,475,4551,1057,384672,337,5026
11441,2012-04-26,Summer,2012,Apr,21,0,1,Clear/Partly Cloudy,0.52,0.5,0.83,28,222,250,475,4551,806,384672,250,5026
11442,2012-04-26,Summer,2012,Apr,22,0,1,Clear/Partly Cloudy,0.52,0.5,0.83,20,163,183,475,4551,589,384672,183,5026
11443,2012-04-26,Summer,2012,Apr,23,0,1,Clear/Partly Cloudy,0.5,0.4848,0.88,6,106,112,475,4551,348,384672,112,5026
11444,2012-04-27,Summer,2012,Apr,0,0,1,Clear/Partly Cloudy,0.54,0.5152,0.68,12,61,73,1014,5219,243,497448,73,6233
11445,2012-04-27,Summer,2012,Apr,1,0,1,Clear/Partly Cloudy,0.5,0.4848,0.59,3,32,35,1014,5219,111,497448,35,6233
11446,2012-04-27,Summer,2012,Apr,2,0,1,Clear/Partly Cloudy,0.48,0.4697,0.59,4,18,22,1014,5219,74,497448,22,6233
11447,2012-04-27,Summer,2012,Apr,3,0,1,Clear/Partly Cloudy,0.44,0.4394,0.47,1,2,3,1014,5219,11,497448,3,6233
11448,2012-04-27,Summer,2012,Apr,4,0,1,Clear/Partly Cloudy,0.42,0.4242,0.44,0,6,6,1014,5219,18,497448,6,6233
11449,2012-04-27,Summer,2012,Apr,5,0,1,Clear/Partly Cloudy,0.42,0.4242,0.44,0,19,19,1014,5219,57,497448,19,6233
11450,2012-04-27,Summer,2012,Apr,6,0,1,Clear/Partly Cloudy,0.4,0.4091,0.43,5,115,120,1014,5219,370,497448,120,6233
11451,2012-04-27,Summer,2012,Apr,7,0,1,Clear/Partly Cloudy,0.38,0.3939,0.5,10,305,315,1014,5219,965,497448,315,6233
11452,2012-04-27,Summer,2012,Apr,8,0,1,Clear/Partly Cloudy,0.4,0.4091,0.5,17,575,592,1014,5219,1810,497448,592,6233
11453,2012-04-27,Summer,2012,Apr,9,0,1,Clear/Partly Cloudy,0.42,0.4242,0.44,42,292,334,1014,5219,1086,497448,334,6233
11454,2012-04-27,Summer,2012,Apr,10,0,1,Clear/Partly Cloudy,0.44,0.4394,0.38,64,172,236,1014,5219,836,497448,236,6233
11455,2012-04-27,Summer,2012,Apr,11,0,1,Clear/Partly Cloudy,0.44,0.4394,0.38,47,186,233,1014,5219,793,497448,233,6233
11456,2012-04-27,Summer,2012,Apr,12,0,1,Clear/Partly Cloudy,0.46,0.4545,0.36,63,244,307,1014,5219,1047,497448,307,6233
11457,2012-04-27,Summer,2012,Apr,13,0,1,Clear/Partly Cloudy,0.46,0.4545,0.33,94,212,306,1014,5219,1106,497448,306,6233
11458,2012-04-27,Summer,2012,Apr,14,0,1,Clear/Partly Cloudy,0.46,0.4545,0.33,94,206,300,1014,5219,1088,497448,300,6233
11459,2012-04-27,Summer,2012,Apr,15,0,1,Clear/Partly Cloudy,0.52,0.5,0.29,101,223,324,1014,5219,1174,497448,324,6233
11460,2012-04-27,Summer,2012,Apr,16,0,1,Clear/Partly Cloudy,0.52,0.5,0.29,105,335,440,1014,5219,1530,497448,440,6233
11461,2012-04-27,Summer,2012,Apr,17,0,1,Clear/Partly Cloudy,0.54,0.5152,0.24,89,613,702,1014,5219,2284,497448,702,6233
11462,2012-04-27,Summer,2012,Apr,18,0,1,Clear/Partly Cloudy,0.52,0.5,0.25,94,560,654,1014,5219,2150,497448,654,6233
11463,2012-04-27,Summer,2012,Apr,19,0,1,Clear/Partly Cloudy,0.5,0.4848,0.27,62,379,441,1014,5219,1447,497448,441,6233
11464,2012-04-27,Summer,2012,Apr,20,0,1,Clear/Partly Cloudy,0.46,0.4545,0.31,49,240,289,1014,5219,965,497448,289,6233
11465,2012-04-27,Summer,2012,Apr,21,0,1,Clear/Partly Cloudy,0.44,0.4394,0.33,23,185,208,1014,5219,670,497448,208,6233
11466,2012-04-27,Summer,2012,Apr,22,0,1,Clear/Partly Cloudy,0.42,0.4242,0.38,24,134,158,1014,5219,522,497448,158,6233
11467,2012-04-27,Summer,2012,Apr,23,0,1,Clear/Partly Cloudy,0.4,0.4091,0.4,11,105,116,1014,5219,370,497448,116,6233
11468,2012-04-28,Summer,2012,Apr,0,0,0,Clear/Partly Cloudy,0.38,0.3939,0.43,4,99,103,1120,3100,317,357600,103,4220
11469,2012-04-28,Summer,2012,Apr,1,0,0,Clear/Partly Cloudy,0.36,0.3333,0.5,7,60,67,1120,3100,215,357600,67,4220
11470,2012-04-28,Summer,2012,Apr,2,0,0,Clear/Partly Cloudy,0.36,0.3485,0.43,8,49,57,1120,3100,187,357600,57,4220
11471,2012-04-28,Summer,2012,Apr,3,0,0,Clear/Partly Cloudy,0.34,0.3182,0.49,3,23,26,1120,3100,84,357600,26,4220
11472,2012-04-28,Summer,2012,Apr,4,0,0,Clear/Partly Cloudy,0.34,0.3333,0.49,0,2,2,1120,3100,6,357600,2,4220
11473,2012-04-28,Summer,2012,Apr,5,0,0,Clear/Partly Cloudy,0.34,0.3333,0.46,2,3,5,1120,3100,19,357600,5,4220
11474,2012-04-28,Summer,2012,Apr,6,0,0,Clear/Partly Cloudy,0.34,0.3333,0.49,10,18,28,1120,3100,104,357600,28,4220
11475,2012-04-28,Summer,2012,Apr,7,0,0,Clear/Partly Cloudy,0.34,0.3333,0.49,10,45,55,1120,3100,185,357600,55,4220
11476,2012-04-28,Summer,2012,Apr,8,0,0,Clear/Partly Cloudy,0.38,0.3939,0.4,24,134,158,1120,3100,522,357600,158,4220
11477,2012-04-28,Summer,2012,Apr,9,0,0,Mist/Cloudy,0.38,0.3939,0.37,45,169,214,1120,3100,732,357600,214,4220
11478,2012-04-28,Summer,2012,Apr,10,0,0,Mist/Cloudy,0.38,0.3939,0.4,60,231,291,1120,3100,993,357600,291,4220
11479,2012-04-28,Summer,2012,Apr,11,0,0,Mist/Cloudy,0.38,0.3939,0.4,96,262,358,1120,3100,1266,357600,358,4220
11480,2012-04-28,Summer,2012,Apr,12,0,0,Mist/Cloudy,0.38,0.3939,0.43,105,276,381,1120,3100,1353,357600,381,4220
11481,2012-04-28,Summer,2012,Apr,13,0,0,Mist/Cloudy,0.4,0.4091,0.37,120,269,389,1120,3100,1407,357600,389,4220
11482,2012-04-28,Summer,2012,Apr,14,0,0,Clear/Partly Cloudy,0.42,0.4242,0.38,147,293,440,1120,3100,1614,357600,440,4220
11483,2012-04-28,Summer,2012,Apr,15,0,0,Clear/Partly Cloudy,0.42,0.4242,0.41,148,260,408,1120,3100,1520,357600,408,4220
11484,2012-04-28,Summer,2012,Apr,16,0,0,Mist/Cloudy,0.44,0.4394,0.38,132,244,376,1120,3100,1392,357600,376,4220
11485,2012-04-28,Summer,2012,Apr,17,0,0,Mist/Cloudy,0.42,0.4242,0.41,98,224,322,1120,3100,1162,357600,322,4220
11486,2012-04-28,Summer,2012,Apr,18,0,0,Light Snow/Rain,0.4,0.4091,0.47,17,73,90,1120,3100,304,357600,90,4220
11487,2012-04-28,Summer,2012,Apr,19,0,0,Light Snow/Rain,0.36,0.3485,0.71,29,110,139,1120,3100,475,357600,139,4220
11488,2012-04-28,Summer,2012,Apr,20,0,0,Mist/Cloudy,0.38,0.3939,0.66,21,81,102,1120,3100,348,357600,102,4220
11489,2012-04-28,Summer,2012,Apr,21,0,0,Light Snow/Rain,0.36,0.3485,0.71,12,72,84,1120,3100,276,357600,84,4220
11490,2012-04-28,Summer,2012,Apr,22,0,0,Mist/Cloudy,0.36,0.3485,0.71,17,66,83,1120,3100,283,357600,83,4220
11491,2012-04-28,Summer,2012,Apr,23,0,0,Mist/Cloudy,0.38,0.3939,0.76,5,37,42,1120,3100,136,357600,42,4220
11492,2012-04-29,Summer,2012,Apr,0,0,0,Light Snow/Rain,0.36,0.3485,0.81,0,36,36,2229,4075,108,560880,36,6304
11493,2012-04-29,Summer,2012,Apr,1,0,0,Mist/Cloudy,0.36,0.3485,0.81,5,37,42,2229,4075,136,560880,42,6304
11494,2012-04-29,Summer,2012,Apr,2,0,0,Mist/Cloudy,0.36,0.3636,0.87,4,36,40,2229,4075,128,560880,40,6304
11495,2012-04-29,Summer,2012,Apr,3,0,0,Mist/Cloudy,0.36,0.3485,0.87,2,14,16,2229,4075,52,560880,16,6304
11496,2012-04-29,Summer,2012,Apr,4,0,0,Mist/Cloudy,0.36,0.3485,0.87,0,4,4,2229,4075,12,560880,4,6304
11497,2012-04-29,Summer,2012,Apr,5,0,0,Clear/Partly Cloudy,0.34,0.3636,0.87,0,6,6,2229,4075,18,560880,6,6304
11498,2012-04-29,Summer,2012,Apr,6,0,0,Clear/Partly Cloudy,0.34,0.3333,0.87,1,6,7,2229,4075,23,560880,7,6304
11499,2012-04-29,Summer,2012,Apr,7,0,0,Mist/Cloudy,0.34,0.3333,0.87,7,20,27,2229,4075,95,560880,27,6304
11500,2012-04-29,Summer,2012,Apr,8,0,0,Clear/Partly Cloudy,0.38,0.3939,0.76,26,81,107,2229,4075,373,560880,107,6304
11501,2012-04-29,Summer,2012,Apr,9,0,0,Clear/Partly Cloudy,0.4,0.4091,0.71,52,133,185,2229,4075,659,560880,185,6304
11502,2012-04-29,Summer,2012,Apr,10,0,0,Clear/Partly Cloudy,0.42,0.4242,0.67,127,253,380,2229,4075,1394,560880,380,6304
11503,2012-04-29,Summer,2012,Apr,11,0,0,Clear/Partly Cloudy,0.46,0.4545,0.51,128,283,411,2229,4075,1489,560880,411,6304
11504,2012-04-29,Summer,2012,Apr,12,0,0,Clear/Partly Cloudy,0.48,0.4697,0.44,223,361,584,2229,4075,2198,560880,584,6304
11505,2012-04-29,Summer,2012,Apr,13,0,0,Clear/Partly Cloudy,0.5,0.4848,0.45,226,369,595,2229,4075,2237,560880,595,6304
11506,2012-04-29,Summer,2012,Apr,14,0,0,Clear/Partly Cloudy,0.54,0.5152,0.34,281,372,653,2229,4075,2521,560880,653,6304
11507,2012-04-29,Summer,2012,Apr,15,0,0,Clear/Partly Cloudy,0.56,0.5303,0.37,279,324,603,2229,4075,2367,560880,603,6304
11508,2012-04-29,Summer,2012,Apr,16,0,0,Clear/Partly Cloudy,0.6,0.6061,0.28,240,347,587,2229,4075,2241,560880,587,6304
11509,2012-04-29,Summer,2012,Apr,17,0,0,Clear/Partly Cloudy,0.62,0.6061,0.27,188,334,522,2229,4075,1942,560880,522,6304
11510,2012-04-29,Summer,2012,Apr,18,0,0,Clear/Partly Cloudy,0.6,0.6061,0.26,164,323,487,2229,4075,1789,560880,487,6304
11511,2012-04-29,Summer,2012,Apr,19,0,0,Clear/Partly Cloudy,0.56,0.5303,0.35,128,247,375,2229,4075,1381,560880,375,6304
11512,2012-04-29,Summer,2012,Apr,20,0,0,Clear/Partly Cloudy,0.56,0.5303,0.32,45,198,243,2229,4075,819,560880,243,6304
11513,2012-04-29,Summer,2012,Apr,21,0,0,Clear/Partly Cloudy,0.52,0.5,0.48,65,139,204,2229,4075,742,560880,204,6304
11514,2012-04-29,Summer,2012,Apr,22,0,0,Clear/Partly Cloudy,0.5,0.4848,0.45,23,85,108,2229,4075,370,560880,108,6304
11515,2012-04-29,Summer,2012,Apr,23,0,0,Clear/Partly Cloudy,0.48,0.4697,0.59,15,67,82,2229,4075,276,560880,82,6304
11516,2012-04-30,Summer,2012,Apr,0,0,1,Clear/Partly Cloudy,0.44,0.4394,0.72,12,36,48,665,4907,168,433104,48,5572
11517,2012-04-30,Summer,2012,Apr,1,0,1,Clear/Partly Cloudy,0.42,0.4242,0.77,9,15,24,665,4907,90,433104,24,5572
11518,2012-04-30,Summer,2012,Apr,2,0,1,Clear/Partly Cloudy,0.42,0.4242,0.71,3,5,8,665,4907,30,433104,8,5572
11519,2012-04-30,Summer,2012,Apr,3,0,1,Clear/Partly Cloudy,0.4,0.4091,0.76,0,4,4,665,4907,12,433104,4,5572
11520,2012-04-30,Summer,2012,Apr,4,0,1,Clear/Partly Cloudy,0.38,0.3939,0.62,0,2,2,665,4907,6,433104,2,5572
11521,2012-04-30,Summer,2012,Apr,5,0,1,Clear/Partly Cloudy,0.38,0.3939,0.62,1,19,20,665,4907,62,433104,20,5572
11522,2012-04-30,Summer,2012,Apr,6,0,1,Clear/Partly Cloudy,0.4,0.4091,0.47,2,121,123,665,4907,373,433104,123,5572
11523,2012-04-30,Summer,2012,Apr,7,0,1,Clear/Partly Cloudy,0.4,0.4091,0.5,6,343,349,665,4907,1059,433104,349,5572
11524,2012-04-30,Summer,2012,Apr,8,0,1,Clear/Partly Cloudy,0.4,0.4091,0.43,17,579,596,665,4907,1822,433104,596,5572
11525,2012-04-30,Summer,2012,Apr,9,0,1,Mist/Cloudy,0.4,0.4091,0.43,29,239,268,665,4907,862,433104,268,5572
11526,2012-04-30,Summer,2012,Apr,10,0,1,Mist/Cloudy,0.42,0.4242,0.41,41,116,157,665,4907,553,433104,157,5572
11527,2012-04-30,Summer,2012,Apr,11,0,1,Mist/Cloudy,0.44,0.4394,0.44,52,111,163,665,4907,593,433104,163,5572
11528,2012-04-30,Summer,2012,Apr,12,0,1,Mist/Cloudy,0.44,0.4394,0.47,45,180,225,665,4907,765,433104,225,5572
11529,2012-04-30,Summer,2012,Apr,13,0,1,Mist/Cloudy,0.48,0.4697,0.51,48,199,247,665,4907,837,433104,247,5572
11530,2012-04-30,Summer,2012,Apr,14,0,1,Mist/Cloudy,0.5,0.4848,0.55,56,162,218,665,4907,766,433104,218,5572
11531,2012-04-30,Summer,2012,Apr,15,0,1,Mist/Cloudy,0.52,0.5,0.55,55,176,231,665,4907,803,433104,231,5572
11532,2012-04-30,Summer,2012,Apr,16,0,1,Clear/Partly Cloudy,0.56,0.5303,0.6,44,303,347,665,4907,1129,433104,347,5572
11533,2012-04-30,Summer,2012,Apr,17,0,1,Clear/Partly Cloudy,0.56,0.5303,0.6,66,617,683,665,4907,2181,433104,683,5572
11534,2012-04-30,Summer,2012,Apr,18,0,1,Mist/Cloudy,0.56,0.5303,0.6,53,611,664,665,4907,2098,433104,664,5572
11535,2012-04-30,Summer,2012,Apr,19,0,1,Mist/Cloudy,0.54,0.5152,0.64,51,420,471,665,4907,1515,433104,471,5572
11536,2012-04-30,Summer,2012,Apr,20,0,1,Mist/Cloudy,0.52,0.5,0.59,28,281,309,665,4907,983,433104,309,5572
11537,2012-04-30,Summer,2012,Apr,21,0,1,Mist/Cloudy,0.52,0.5,0.59,26,195,221,665,4907,715,433104,221,5572
11538,2012-04-30,Summer,2012,Apr,22,0,1,Mist/Cloudy,0.52,0.5,0.55,11,123,134,665,4907,424,433104,134,5572
11539,2012-04-30,Summer,2012,Apr,23,0,1,Mist/Cloudy,0.52,0.5,0.55,10,50,60,665,4907,200,433104,60,5572
11540,2012-05-01,Summer,2012,May,0,0,1,Mist/Cloudy,0.5,0.4848,0.59,7,28,35,653,5087,119,444624,35,5740
11541,2012-05-01,Summer,2012,May,1,0,1,Mist/Cloudy,0.5,0.4848,0.63,0,21,21,653,5087,63,444624,21,5740
11542,2012-05-01,Summer,2012,May,2,0,1,Mist/Cloudy,0.5,0.4848,0.72,1,7,8,653,5087,26,444624,8,5740
11543,2012-05-01,Summer,2012,May,3,0,1,Mist/Cloudy,0.5,0.4848,0.77,1,2,3,653,5087,11,444624,3,5740
11544,2012-05-01,Summer,2012,May,4,0,1,Mist/Cloudy,0.52,0.5,0.72,1,7,8,653,5087,26,444624,8,5740
